"";"Matriculado";"Sexo";"Tipo";"Region";"Egreso";"Nem";"Ranking";"Matematicas";"Lenguaje"
"165936";0;1;0;"Valparaiso";2023;814;837;535;506
"165937";0;0;1;"Nuble";2023;766;779;424;367
"165938";0;0;0;"Maule";2023;622;622;523;496
"165939";0;0;0;"Aysen";2022;594;594;0;0
"165940";0;1;1;"Metropolitana";2023;681;713;498;534
"165941";1;1;0;"Los Lagos";2023;823;831;705;707
"165942";0;1;1;"Maule";2023;609;609;0;409
"165943";1;1;0;"Maule";2022;613;613;392;567
"165944";1;1;0;"Maule";2023;956;969;939;878
"165945";1;1;1;"OHiggins";2023;808;860;688;454
"165946";0;1;0;"Los Lagos";2023;722;810;593;597
"165947";1;1;0;"OHiggins";2023;504;504;593;434
"165948";0;0;0;"Arica";2023;870;874;478;549
"165949";0;0;0;"Valparaiso";2023;870;881;657;679
"165950";0;0;1;"Atacama";2023;616;616;0;0
"165951";0;1;0;"Coquimbo";2021;937;1000;688;0
"165952";0;0;1;"Valparaiso";2023;658;660;523;584
"165953";0;1;0;"Metropolitana";2023;699;710;450;519
"165954";0;1;0;"Coquimbo";2023;751;767;450;423
"165955";1;0;0;"Valparaiso";2023;551;551;669;676
"165956";0;0;1;"Metropolitana";2023;402;402;0;0
"165957";0;1;0;"Metropolitana";2023;628;628;585;491
"165958";0;0;1;"Metropolitana";2023;609;626;403;364
"165959";1;1;0;"OHiggins";2022;865;886;669;857
"165960";0;0;1;"Coquimbo";2023;497;497;535;476
"165961";0;1;0;"Metropolitana";2023;699;708;576;496
"165962";1;0;0;"Metropolitana";2022;495;495;657;707
"165963";1;1;0;"Metropolitana";2023;900;906;731;815
"165964";1;0;0;"Biobio";2021;985;1000;513;607
"165965";1;1;0;"Metropolitana";2022;914;958;917;874
"165966";1;0;0;"Biobio";2023;771;796;593;607
"165967";1;0;1;"Metropolitana";2023;686;732;593;500
"165968";1;1;0;"Biobio";2023;643;643;593;573
"165969";1;0;0;"Los Rios";2023;727;742;705;656
"165970";1;1;0;"Metropolitana";2023;865;902;717;784
"165971";1;0;0;"Metropolitana";2023;893;914;585;770
"165972";1;1;0;"Maule";2022;799;812;585;726
"165973";0;0;0;"Nuble";2023;495;495;0;0
"165974";1;1;1;"Araucania";2022;724;777;746;721
"165975";1;1;0;"Antofagasta";2023;727;738;535;409
"165976";1;1;0;"Metropolitana";2023;771;778;628;721
"165977";0;1;0;"Maule";2023;837;849;563;491
"165978";0;0;0;"Los Lagos";2023;929;990;600;721
"165979";0;1;1;"Metropolitana";2023;574;574;563;388
"165980";1;0;0;"Metropolitana";2023;886;943;827;607
"165981";1;0;0;"OHiggins";2023;937;949;628;854
"165982";0;0;1;"Atacama";2023;616;616;505;582
"165983";0;0;1;"Metropolitana";2023;574;574;628;489
"165984";1;0;0;"Coquimbo";2023;893;929;535;686
"165985";1;1;0;"Coquimbo";2022;851;855;0;473
"165986";0;0;1;"Metropolitana";2023;609;615;535;510
"165987";0;1;1;"Metropolitana";2023;601;601;0;418
"165988";1;1;0;"Valparaiso";2023;837;843;593;573
"165989";0;0;0;"Metropolitana";2023;551;551;0;0
"165990";1;0;0;"Coquimbo";2022;694;694;549;754
"165991";0;1;0;"Valparaiso";2023;636;636;436;388
"165992";1;1;0;"Araucania";2014;618;641;696;784
"165993";0;0;1;"Coquimbo";2023;582;582;424;385
"165994";1;1;0;"Valparaiso";2023;643;645;465;463
"165995";1;0;0;"OHiggins";2023;608;608;600;500
"165996";0;1;0;"Maule";2023;547;547;0;0
"165997";0;0;1;"OHiggins";2023;752;796;424;409
"165998";0;1;1;"Metropolitana";2023;780;808;465;563
"165999";1;0;0;"Araucania";2023;907;921;989;857
"166000";0;1;0;"Maule";2023;928;966;827;699
"166001";0;1;1;"Biobio";2023;644;663;330;491
"166002";0;0;0;"Metropolitana";2023;965;1000;897;788
"166003";0;0;0;"Los Lagos";2023;622;622;413;0
"166004";1;1;0;"Valparaiso";2022;842;849;628;476
"166005";1;1;0;"Nuble";2022;808;814;628;721
"166006";0;1;1;"Metropolitana";2023;843;860;0;423
"166007";1;0;0;"Metropolitana";2023;708;709;505;418
"166008";0;0;0;"Araucania";2021;572;572;0;0
"166009";0;1;1;"Los Lagos";2023;715;740;607;696
"166010";1;1;0;"Arica";2023;779;779;535;754
"166011";1;0;0;"Metropolitana";2022;599;601;717;676
"166012";1;1;0;"Metropolitana";2023;985;1000;827;742
"166013";0;0;1;"Atacama";2021;545;562;616;600
"166014";0;0;0;"Tarapaca";2023;708;734;585;554
"166015";1;0;0;"Antofagasta";2023;965;973;642;689
"166016";1;1;0;"Biobio";2023;751;814;513;484
"166017";1;0;0;"Maule";2022;572;572;523;484
"166018";0;0;1;"Los Lagos";2023;574;574;0;0
"166019";0;1;0;"Maule";2023;742;774;0;0
"166020";0;0;1;"OHiggins";2023;724;768;717;567
"166021";1;1;1;"Antofagasta";2023;857;886;465;567
"166022";1;0;0;"Metropolitana";2023;965;981;939;874
"166023";1;0;1;"Metropolitana";2023;587;596;505;600
"166024";0;0;0;"Maule";2015;664;664;0;0
"166025";1;0;0;"Maule";2023;814;839;897;774
"166026";0;1;0;"Metropolitana";2023;441;441;0;679
"166027";0;0;1;"Valparaiso";2023;554;554;0;0
"166028";1;1;0;"Los Lagos";2023;664;665;593;496
"166029";0;0;0;"Metropolitana";2023;731;757;593;591
"166030";0;0;1;"Araucania";2023;353;353;535;364
"166031";1;0;0;"Maule";2023;671;671;549;689
"166032";0;1;1;"Metropolitana";2023;667;675;465;611
"166033";1;1;0;"Biobio";2023;765;765;576;636
"166034";0;1;0;"Metropolitana";2023;842;849;773;738
"166035";0;1;1;"Metropolitana";2023;513;513;575;611
"166036";1;0;1;"Metropolitana";2023;481;482;628;510
"166037";1;0;0;"Los Lagos";2023;708;716;811;759
"166038";1;1;0;"Nuble";2023;823;830;669;676
"166039";1;1;1;"Metropolitana";2013;595;602;535;576
"166040";0;0;0;"Los Rios";2023;713;713;513;476
"166041";0;1;0;"Tarapaca";1994;425;425;0;0
"166042";0;1;1;"Nuble";2023;574;574;0;481
"166043";1;1;0;"Metropolitana";2022;727;758;607;641
"166044";0;0;0;"Biobio";2023;736;741;628;620
"166045";1;0;0;"OHiggins";2023;907;935;669;449
"166046";0;0;0;"Metropolitana";2023;694;706;746;611
"166047";1;1;0;"Atacama";2023;851;864;498;620
"166048";1;1;1;"Araucania";2022;871;952;0;0
"166049";1;0;0;"Antofagasta";2022;814;814;773;696
"166050";0;1;0;"Valparaiso";2023;837;857;549;438
"166051";0;0;0;"Valparaiso";2017;664;681;523;774
"166052";0;1;0;"Metropolitana";2023;956;972;797;770
"166053";0;0;0;"Los Rios";2023;536;536;424;665
"166054";1;1;0;"Biobio";2023;837;845;593;473
"166055";1;0;0;"Metropolitana";2023;828;897;963;788
"166056";1;1;0;"Metropolitana";2023;851;870;939;784
"166057";1;0;0;"Los Rios";2020;708;749;593;665
"166058";0;0;0;"Metropolitana";2023;727;727;897;742
"166059";0;0;1;"Antofagasta";2023;658;663;0;0
"166060";0;0;0;"Metropolitana";2023;628;628;575;563
"166061";0;1;1;"Atacama";2023;630;630;489;679
"166062";0;1;0;"OHiggins";2022;785;788;680;788
"166063";0;0;1;"Antofagasta";2023;667;692;498;0
"166064";0;1;0;"Biobio";2017;569;569;576;563
"166065";0;0;1;"Los Lagos";2023;700;723;0;0
"166066";1;0;0;"Coquimbo";2023;937;983;679;641
"166067";1;0;1;"Metropolitana";2023;616;616;505;524
"166068";1;1;0;"Metropolitana";2023;765;781;576;591
"166069";1;1;0;"Metropolitana";2023;979;1000;963;896
"166070";0;1;0;"OHiggins";2023;580;602;0;397
"166071";1;0;0;"Coquimbo";2023;736;750;593;656
"166072";0;0;0;"Metropolitana";2023;979;994;731;636
"166073";1;1;0;"Biobio";2023;622;622;478;463
"166074";1;1;0;"OHiggins";2023;657;657;607;491
"166075";0;0;1;"Metropolitana";2023;574;574;0;0
"166076";0;1;0;"Valparaiso";2023;900;904;939;819
"166077";0;1;1;"Biobio";2021;497;500;436;496
"166078";0;0;0;"Biobio";2023;628;628;600;524
"166079";1;0;1;"Metropolitana";2022;554;554;593;636
"166080";0;0;0;"Metropolitana";2023;785;807;563;699
"166081";1;0;0;"Nuble";2023;823;864;705;641
"166082";1;0;0;"Valparaiso";2023;594;594;669;582
"166083";1;0;0;"Metropolitana";2023;879;927;862;679
"166084";1;1;1;"Valparaiso";2023;808;874;642;711
"166085";0;1;0;"OHiggins";2023;708;755;505;584
"166086";1;1;0;"Valparaiso";2021;650;707;897;0
"166087";1;1;0;"Biobio";2022;965;991;0;854
"166088";1;0;0;"OHiggins";2023;851;875;785;699
"166089";1;1;0;"Metropolitana";2023;736;759;657;699
"166090";0;0;0;"Biobio";2023;526;526;478;607
"166091";1;1;0;"Metropolitana";2018;879;896;989;819
"166092";0;1;0;"OHiggins";2023;799;807;465;463
"166093";1;0;1;"Metropolitana";2023;506;506;585;589
"166094";0;1;0;"Nuble";2021;594;594;607;676
"166095";1;1;1;"Biobio";2023;829;921;549;600
"166096";0;1;0;"Valparaiso";2023;613;613;450;463
"166097";1;1;0;"Biobio";2023;799;828;811;651
"166098";1;1;0;"Metropolitana";2023;771;771;897;611
"166099";1;1;0;"Los Rios";2023;922;962;549;584
"166100";0;1;1;"Valparaiso";2023;545;545;489;582
"166101";1;1;1;"Atacama";2023;823;913;535;496
"166102";1;0;0;"Maule";2022;886;915;963;899
"166103";1;0;0;"Los Lagos";2023;779;788;669;600
"166104";1;0;0;"Metropolitana";2023;856;875;917;802
"166105";0;0;0;"Tarapaca";2021;572;572;0;0
"166106";1;1;0;"Metropolitana";2022;922;929;0;947
"166107";0;1;0;"Metropolitana";2018;441;441;575;589
"166108";0;0;0;"Araucania";2023;643;643;505;519
"166109";1;0;1;"Tarapaca";2023;808;841;773;676
"166110";1;1;0;"Metropolitana";2023;942;1000;773;665
"166111";0;1;0;"Metropolitana";2023;628;628;0;0
"166112";1;0;0;"Metropolitana";2023;685;687;879;711
"166113";1;0;0;"Coquimbo";2023;586;586;616;489
"166114";1;1;0;"Metropolitana";2023;680;711;513;567
"166115";0;1;0;"Biobio";2023;429;429;0;0
"166116";1;0;0;"Los Lagos";2023;504;504;505;506
"166117";0;0;1;"Tarapaca";2023;729;760;513;597
"166118";1;1;0;"Metropolitana";2022;808;854;607;573
"166119";1;1;1;"Arica";2023;787;797;513;620
"166120";0;0;0;"Biobio";2023;536;536;616;582
"166121";1;0;1;"Biobio";2023;729;770;478;434
"166122";1;1;0;"Biobio";2021;685;688;563;620
"166123";0;1;1;"Metropolitana";2023;545;545;535;759
"166124";1;0;1;"Araucania";2023;724;793;535;506
"166125";0;0;0;"Magallanes";2023;632;661;413;567
"166126";0;1;0;"Biobio";2023;870;896;669;770
"166127";0;1;1;"Antofagasta";2023;928;1000;505;699
"166128";0;1;0;"Valparaiso";2023;558;558;478;394
"166129";0;1;1;"Metropolitana";2023;637;658;575;438
"166130";0;1;0;"Coquimbo";2023;586;586;0;0
"166131";1;0;0;"Los Lagos";2023;900;949;688;573
"166132";1;0;0;"Metropolitana";2023;956;1000;679;721
"166133";0;0;0;"Valparaiso";2023;697;754;657;554
"166134";0;1;0;"Nuble";2023;771;776;498;554
"166135";1;0;0;"Metropolitana";2023;536;536;642;409
"166136";1;1;0;"Los Lagos";2023;842;863;585;689
"166137";1;0;0;"Los Lagos";2023;865;894;600;726
"166138";1;1;0;"Valparaiso";2021;808;907;549;676
"166139";0;1;0;"Araucania";2023;771;771;513;576
"166140";0;0;0;"Araucania";2023;965;989;717;802
"166141";1;1;0;"Arica";2021;727;726;576;689
"166142";0;1;0;"Araucania";2023;636;636;513;656
"166143";0;0;0;"Metropolitana";2023;870;894;717;754
"166144";0;1;0;"Metropolitana";2022;510;510;0;689
"166145";0;0;1;"Metropolitana";2023;0;0;0;0
"166146";1;1;0;"Maule";2022;608;608;0;679
"166147";0;1;1;"Araucania";2023;474;474;424;434
"166148";0;1;0;"Valparaiso";2023;657;664;450;506
"166149";1;1;1;"Metropolitana";2023;837;854;498;510
"166150";0;0;1;"Metropolitana";2020;560;560;0;0
"166151";0;0;1;"Metropolitana";2023;914;967;600;496
"166152";0;1;1;"Tarapaca";2023;794;825;478;554
"166153";1;1;0;"Los Lagos";2022;856;876;1000;788
"166154";0;1;0;"Araucania";2023;757;763;513;506
"166155";1;1;0;"Metropolitana";2023;671;673;600;409
"166156";0;0;0;"Metropolitana";2023;346;346;628;554
"166157";1;1;1;"Maule";2023;672;752;478;506
"166158";0;0;0;"OHiggins";2023;0;0;424;454
"166159";0;1;0;"Valparaiso";2019;580;581;657;665
"166160";1;0;0;"Metropolitana";2023;886;895;827;721
"166161";1;0;1;"Metropolitana";2023;757;762;616;833
"166162";1;0;0;"Los Rios";2023;643;643;505;742
"166163";1;1;0;"Metropolitana";2023;771;787;498;625
"166164";0;1;1;"Maule";2022;595;595;563;534
"166165";0;1;0;"Araucania";2020;751;769;505;707
"166166";0;0;0;"Los Lagos";2023;608;613;505;418
"166167";0;0;1;"Biobio";2020;616;629;642;554
"166168";0;1;0;"Metropolitana";2022;515;517;450;584
"166169";0;1;1;"Maule";2007;715;769;403;378
"166170";1;0;1;"OHiggins";2023;851;898;523;689
"166171";1;1;0;"Los Lagos";2023;722;746;403;454
"166172";0;1;1;"Coquimbo";2023;729;746;0;0
"166173";1;1;1;"Coquimbo";2022;851;965;498;584
"166174";0;1;0;"Biobio";2008;585;585;498;600
"166175";0;1;0;"Antofagasta";2023;937;940;811;802
"166176";0;1;1;"Metropolitana";2020;427;427;478;641
"166177";0;0;0;"OHiggins";2020;569;569;0;0
"166178";1;0;1;"Maule";2021;667;670;773;774
"166179";1;1;0;"Arica";2022;942;943;811;686
"166180";0;1;0;"Metropolitana";2023;0;0;0;0
"166181";0;0;0;"Metropolitana";2023;526;526;505;500
"166182";0;0;0;"Coquimbo";2023;722;722;505;409
"166183";1;1;0;"Metropolitana";2023;680;680;585;519
"166184";0;0;0;"Nuble";2023;447;447;549;699
"166185";0;0;1;"Valparaiso";2023;609;610;523;500
"166186";1;1;0;"Metropolitana";2023;886;908;731;754
"166187";0;1;0;"Biobio";2023;727;744;413;549
"166188";1;1;0;"Coquimbo";2022;886;914;827;676
"166189";0;0;0;"Coquimbo";2023;713;723;505;334
"166190";0;1;1;"Atacama";2023;616;616;0;0
"166191";1;1;0;"Tarapaca";2023;708;715;696;534
"166192";1;1;0;"Biobio";2023;870;879;811;721
"166193";0;1;0;"Biobio";2023;879;899;585;738
"166194";1;1;0;"Nuble";2023;942;949;413;726
"166195";1;1;0;"Maule";2022;951;987;897;854
"166196";0;1;0;"Antofagasta";2023;907;927;773;759
"166197";0;0;0;"Tarapaca";2023;856;857;680;524
"166198";1;1;1;"Metropolitana";2023;686;704;600;651
"166199";1;0;0;"Metropolitana";2023;951;960;861;699
"166200";1;1;0;"Metropolitana";2021;468;468;600;540
"166201";0;1;1;"OHiggins";2023;582;586;0;0
"166202";1;1;1;"Metropolitana";2023;886;950;549;625
"166203";1;1;0;"Antofagasta";2023;828;860;576;607
"166204";1;0;0;"Metropolitana";2023;942;961;963;815
"166205";0;0;0;"Metropolitana";2023;713;742;599;857
"166206";0;0;0;"Biobio";2023;771;786;436;563
"166207";0;1;0;"Araucania";2023;572;572;513;651
"166208";0;1;0;"Valparaiso";2023;970;1000;844;726
"166209";1;1;0;"Biobio";2023;886;911;513;554
"166210";1;0;0;"Metropolitana";2022;842;877;746;0
"166211";1;1;0;"OHiggins";2023;956;1000;616;665
"166212";1;1;0;"Metropolitana";2022;793;828;657;726
"166213";1;1;0;"Biobio";2023;814;827;523;711
"166214";0;0;1;"Metropolitana";2023;757;824;523;711
"166215";1;1;1;"Biobio";2023;743;748;593;589
"166216";0;0;1;"OHiggins";2023;497;497;0;0
"166217";0;1;1;"Metropolitana";2023;538;538;0;0
"166218";1;1;0;"Metropolitana";2023;793;803;563;686
"166219";1;1;1;"Metropolitana";2023;667;667;535;449
"166220";0;1;1;"Nuble";2023;738;763;535;519
"166221";0;1;1;"Metropolitana";2023;715;747;642;625
"166222";0;0;0;"Metropolitana";2022;757;759;593;636
"166223";0;1;0;"Valparaiso";2022;643;643;563;669
"166224";1;0;0;"Metropolitana";2023;558;558;535;510
"166225";0;1;0;"Valparaiso";2023;558;558;0;0
"166226";1;1;0;"Metropolitana";2022;727;734;657;600
"166227";1;1;1;"Metropolitana";2023;695;703;513;463
"166228";0;0;1;"OHiggins";2023;630;639;585;707
"166229";1;1;0;"Metropolitana";2022;699;699;696;759
"166230";0;0;0;"Metropolitana";2023;765;779;696;676
"166231";0;1;0;"Metropolitana";2023;915;990;0;0
"166232";0;1;0;"Antofagasta";2023;742;775;0;0
"166233";1;1;0;"Nuble";2016;736;736;731;665
"166234";0;0;1;"Arica";2023;443;443;403;378
"166235";0;0;0;"Los Lagos";2023;463;463;599;689
"166236";0;1;0;"Metropolitana";2022;808;883;575;0
"166237";1;0;0;"Metropolitana";2023;636;640;696;711
"166238";0;1;1;"Nuble";2023;601;601;599;607
"166239";0;0;1;"Valparaiso";2023;644;653;450;454
"166240";0;1;0;"Valparaiso";2022;914;916;628;707
"166241";1;1;0;"Los Rios";2023;928;947;963;857
"166242";1;0;0;"Los Lagos";2019;441;452;628;699
"166243";1;0;0;"Metropolitana";2022;742;794;797;770
"166244";1;0;0;"Antofagasta";2023;900;912;607;707
"166245";0;0;0;"Araucania";2023;572;572;563;651
"166246";1;0;1;"Los Lagos";2022;411;411;607;591
"166247";1;0;0;"OHiggins";2022;736;749;523;676
"166248";0;1;0;"Biobio";2017;473;473;0;0
"166249";1;1;0;"Valparaiso";2023;742;770;498;689
"166250";0;0;0;"Arica";2020;823;835;0;0
"166251";0;1;0;"Metropolitana";2023;859;908;478;394
"166252";1;1;0;"Maule";2022;779;797;669;676
"166253";1;0;0;"Metropolitana";2022;893;1000;811;799
"166254";0;1;0;"Biobio";2023;504;504;436;305
"166255";0;1;0;"Valparaiso";2023;479;479;413;423
"166256";1;0;0;"Maule";2023;779;786;761;721
"166257";1;0;0;"Tarapaca";2023;736;739;773;651
"166258";1;1;0;"Biobio";2018;397;428;535;549
"166259";0;1;0;"Metropolitana";2023;837;900;498;549
"166260";1;1;0;"Coquimbo";2023;879;920;628;563
"166261";1;1;0;"Antofagasta";2023;779;807;616;665
"166262";0;1;1;"Metropolitana";2023;595;606;489;338
"166263";0;1;0;"Metropolitana";2023;640;657;535;418
"166264";0;1;0;"Nuble";2021;473;475;424;506
"166265";1;1;0;"OHiggins";2023;785;785;917;837
"166266";0;1;0;"Metropolitana";2023;685;687;688;699
"166267";0;1;0;"OHiggins";2023;604;663;346;302
"166268";1;1;0;"Metropolitana";2023;922;924;600;611
"166269";1;0;0;"Metropolitana";2023;736;750;731;665
"166270";1;0;0;"Metropolitana";2023;694;694;773;473
"166271";0;1;0;"OHiggins";2022;956;971;811;0
"166272";1;1;0;"OHiggins";2023;856;882;505;699
"166273";0;1;0;"Los Rios";2023;814;831;424;394
"166274";0;0;0;"Metropolitana";2023;419;419;413;438
"166275";0;0;0;"Antofagasta";2023;842;894;585;600
"166276";1;1;0;"Maule";2023;870;871;616;534
"166277";0;1;0;"Arica";2022;685;719;424;484
"166278";1;1;0;"Metropolitana";2022;979;1000;827;788
"166279";1;0;1;"Araucania";2021;686;734;657;611
"166280";0;1;0;"Metropolitana";2023;808;828;450;554
"166281";0;0;0;"Metropolitana";2023;837;864;616;726
"166282";0;1;0;"Biobio";2023;537;537;535;321
"166283";1;0;1;"Maule";2023;951;987;585;576
"166284";0;0;0;"Nuble";2023;680;687;600;707
"166285";0;0;0;"Biobio";2023;828;834;535;600
"166286";0;0;1;"Metropolitana";2023;609;609;616;665
"166287";0;0;0;"Metropolitana";2023;661;681;505;321
"166288";1;0;1;"Valparaiso";2023;700;722;575;563
"166289";0;1;0;"Los Lagos";2023;708;708;465;423
"166290";0;1;1;"Araucania";2021;601;632;669;689
"166291";1;0;0;"Metropolitana";2022;865;866;989;802
"166292";1;0;0;"Biobio";2022;680;680;680;500
"166293";1;0;0;"Metropolitana";2023;622;622;593;597
"166294";0;0;0;"Valparaiso";2023;515;515;0;0
"166295";0;0;0;"Antofagasta";2023;722;730;549;576
"166296";0;1;0;"Biobio";2023;713;717;424;385
"166297";1;0;1;"Metropolitana";2022;743;762;593;611
"166298";0;1;0;"Metropolitana";2023;736;736;505;489
"166299";1;1;0;"Coquimbo";2023;713;782;549;607
"166300";0;0;0;"Metropolitana";2023;425;425;505;302
"166301";0;1;1;"Metropolitana";2023;497;497;505;573
"166302";0;0;0;"Biobio";2023;488;488;424;405
"166303";1;1;0;"Metropolitana";2023;785;791;489;679
"166304";1;1;0;"Valparaiso";2023;893;1000;436;600
"166305";0;1;1;"Araucania";2022;700;731;0;0
"166306";1;0;0;"Metropolitana";2022;856;860;642;669
"166307";1;1;1;"Maule";2020;843;1000;642;711
"166308";0;0;0;"Arica";2023;479;479;0;0
"166309";0;1;1;"Maule";2023;554;555;523;524
"166310";1;1;0;"Metropolitana";2023;736;757;607;563
"166311";1;1;0;"Biobio";2023;970;997;657;584
"166312";1;0;0;"Metropolitana";2022;870;906;731;0
"166313";1;0;0;"Biobio";2023;937;982;963;788
"166314";1;0;0;"Metropolitana";2023;851;858;990;837
"166315";0;1;0;"Coquimbo";2023;828;836;513;549
"166316";0;1;0;"Biobio";2023;970;987;785;699
"166317";0;0;1;"Maule";2022;757;877;600;625
"166318";0;0;0;"Metropolitana";2023;736;736;575;600
"166319";0;0;0;"Maule";2023;850;920;0;0
"166320";1;1;0;"Metropolitana";2019;851;922;939;0
"166321";0;0;0;"Valparaiso";2023;378;378;0;0
"166322";1;1;1;"Arica";2022;794;820;688;597
"166323";1;1;0;"Metropolitana";2023;823;903;879;656
"166324";0;1;0;"Coquimbo";2023;680;691;0;0
"166325";1;0;0;"Metropolitana";2023;865;935;705;696
"166326";1;1;1;"Coquimbo";2022;686;695;585;696
"166327";1;0;0;"Valparaiso";2022;623;623;549;656
"166328";1;0;0;"Coquimbo";2019;650;650;861;754
"166329";1;0;0;"Valparaiso";2023;685;685;680;665
"166330";1;1;0;"OHiggins";2023;922;939;523;679
"166331";1;0;0;"Antofagasta";2023;914;950;616;567
"166332";1;1;0;"Metropolitana";2023;942;1000;731;699
"166333";1;0;0;"OHiggins";2023;713;713;897;669
"166334";0;1;0;"OHiggins";2023;757;766;424;519
"166335";1;0;0;"OHiggins";2023;893;921;616;534
"166336";1;1;0;"Maule";2023;970;1000;811;837
"166337";1;0;0;"Tarapaca";2022;865;868;917;656
"166338";1;1;0;"Maule";2022;713;717;657;489
"166339";1;1;0;"Araucania";2023;922;945;535;656
"166340";1;1;0;"Maule";2023;942;960;861;784
"166341";1;1;0;"Araucania";2023;808;824;811;770
"166342";0;1;1;"Metropolitana";2023;914;1000;616;567
"166343";0;1;0;"Biobio";2023;886;892;688;686
"166344";1;1;0;"Nuble";2023;432;432;424;711
"166345";1;1;0;"Los Lagos";2022;608;616;489;611
"166346";1;1;0;"Valparaiso";2023;814;815;642;576
"166347";0;0;1;"Araucania";2023;808;890;607;589
"166348";0;0;0;"Biobio";2023;958;1000;0;397
"166349";0;1;1;"Los Lagos";2023;808;861;0;0
"166350";1;1;0;"OHiggins";2022;736;737;642;738
"166351";1;1;0;"Metropolitana";2023;708;718;585;686
"166352";0;0;1;"Biobio";2023;686;707;628;711
"166353";0;0;1;"Nuble";2023;574;574;0;0
"166354";0;1;0;"Biobio";2023;914;939;489;524
"166355";0;1;0;"OHiggins";2023;346;346;0;0
"166356";1;1;0;"Metropolitana";2023;727;727;696;591
"166357";1;1;0;"Metropolitana";2023;799;812;616;656
"166358";1;1;1;"Nuble";2023;709;786;489;434
"166359";0;1;0;"OHiggins";2023;823;840;616;641
"166360";0;0;0;"Metropolitana";2019;814;854;0;0
"166361";1;1;1;"Metropolitana";2023;851;1000;498;573
"166362";0;0;0;"Antofagasta";2023;500;536;0;0
"166363";0;0;0;"Metropolitana";2023;814;840;593;620
"166364";0;1;0;"Valparaiso";2019;636;636;513;524
"166365";1;0;0;"Metropolitana";2023;842;842;963;857
"166366";1;1;1;"OHiggins";2021;857;961;657;636
"166367";1;0;0;"OHiggins";2023;515;515;746;665
"166368";1;1;0;"Nuble";2017;722;722;513;641
"166369";0;1;0;"Coquimbo";2023;765;831;465;484
"166370";1;0;0;"Maule";2022;742;764;563;519
"166371";0;1;0;"Maule";2022;671;674;576;549
"166372";1;0;0;"Los Lagos";2023;650;659;513;567
"166373";1;0;0;"Metropolitana";2023;879;926;939;754
"166374";1;0;0;"Valparaiso";2021;900;931;679;711
"166375";1;0;1;"Biobio";2005;370;370;688;721
"166376";1;0;0;"Metropolitana";2023;937;938;989;774
"166377";0;1;0;"Maule";2023;765;773;607;549
"166378";0;0;1;"Los Lagos";2023;582;582;0;0
"166379";1;0;0;"Metropolitana";2023;837;837;939;770
"166380";0;1;0;"Nuble";2020;643;650;498;607
"166381";1;0;0;"Los Lagos";2023;608;608;642;696
"166382";0;1;0;"Valparaiso";2023;536;536;436;375
"166383";0;1;0;"Magallanes";2023;814;828;628;540
"166384";0;0;0;"Biobio";2023;599;599;478;409
"166385";1;0;0;"Nuble";2016;958;1000;616;726
"166386";1;0;0;"Biobio";2023;914;936;827;754
"166387";0;0;0;"Valparaiso";2023;567;567;575;625
"166388";1;1;0;"Araucania";2023;542;542;628;711
"166389";0;0;1;"Maule";2023;823;893;575;597
"166390";1;1;0;"Metropolitana";2020;865;868;811;833
"166391";1;1;0;"Metropolitana";2023;942;961;1000;770
"166392";1;0;0;"Metropolitana";2023;510;510;575;582
"166393";0;1;0;"Araucania";2022;526;526;0;0
"166394";0;0;0;"Metropolitana";2023;519;519;424;489
"166395";1;1;0;"Araucania";2020;558;558;628;607
"166396";0;1;1;"Metropolitana";2023;667;700;450;449
"166397";0;0;0;"Valparaiso";2023;536;536;478;388
"166398";1;1;0;"Metropolitana";2022;650;650;575;669
"166399";0;0;0;"Metropolitana";2022;572;572;523;591
"166400";1;1;0;"Metropolitana";2023;713;713;535;584
"166401";0;1;0;"Coquimbo";2023;675;724;0;0
"166402";1;0;0;"Metropolitana";2023;808;810;657;726
"166403";0;0;0;"Metropolitana";2023;558;558;478;600
"166404";1;0;0;"Metropolitana";2022;842;849;797;754
"166405";1;1;1;"Metropolitana";2021;459;463;489;473
"166406";0;0;0;"Metropolitana";2023;577;584;0;0
"166407";1;1;0;"Nuble";2023;900;962;616;802
"166408";0;1;1;"Metropolitana";2023;574;574;0;434
"166409";0;0;0;"Metropolitana";2023;613;613;513;394
"166410";0;0;1;"Valparaiso";2022;658;685;576;367
"166411";1;0;0;"Biobio";2023;708;708;688;676
"166412";1;1;1;"Araucania";2023;857;898;478;597
"166413";0;1;0;"Metropolitana";2023;713;738;465;567
"166414";0;0;1;"Antofagasta";2022;715;727;0;0
"166415";1;0;0;"Metropolitana";2023;851;856;990;774
"166416";1;0;0;"Metropolitana";2023;599;599;628;686
"166417";0;0;1;"Los Lagos";2021;523;524;0;0
"166418";0;0;1;"OHiggins";2023;623;623;585;611
"166419";0;1;1;"OHiggins";2023;465;471;535;582
"166420";1;0;0;"Maule";2020;495;495;696;759
"166421";0;1;1;"Metropolitana";2021;529;533;523;607
"166422";1;1;0;"Biobio";2023;842;846;797;784
"166423";1;1;0;"Valparaiso";2022;680;712;489;549
"166424";0;1;0;"Valparaiso";2023;599;600;523;378
"166425";0;1;1;"Araucania";2023;609;642;450;500
"166426";1;0;0;"Metropolitana";2023;771;771;593;484
"166427";1;1;0;"Araucania";2023;851;883;593;651
"166428";0;1;1;"Araucania";2023;771;805;0;0
